"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1KYSC0020","2014-09-24","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N","    0",",,N",,,,
"US1KYSC0020","2014-09-25","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N","    0",",,N",,,,
"US1KYSC0020","2014-09-26","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-09-27","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-09-28","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-09-29","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-09-30","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-02","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-03","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   43",",,N",,,,,,
"US1KYSC0020","2014-10-04","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   38",",,N",,,,,,
"US1KYSC0020","2014-10-05","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-06","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-07","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   46",",,N",,,,,,
"US1KYSC0020","2014-10-08","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  396",",,N",,,,,,
"US1KYSC0020","2014-10-09","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-10","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  140",",,N",,,,,,
"US1KYSC0020","2014-10-11","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   64",",,N",,,,,,
"US1KYSC0020","2014-10-12","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    3",",,N",,,,,,
"US1KYSC0020","2014-10-13","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   25",",,N",,,,,,
"US1KYSC0020","2014-10-14","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  150",",,N",,,,,,
"US1KYSC0020","2014-10-15","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  147",",,N",,,,,,
"US1KYSC0020","2014-10-16","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   84",",,N",,,,,,
"US1KYSC0020","2014-10-17","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   18",",,N",,,,,,
"US1KYSC0020","2014-10-18","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-20","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-21","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   10",",,N",,,,,,
"US1KYSC0020","2014-10-22","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-23","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-24","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-25","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-26","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-27","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-28","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-29","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  203",",,N",,,,,,
"US1KYSC0020","2014-10-30","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-10-31","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   25",",,N",,,,,,
"US1KYSC0020","2014-11-01","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   76",",,N",,,,,,
"US1KYSC0020","2014-11-02","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-03","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-04","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-05","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   36",",,N",,,,,,
"US1KYSC0020","2014-11-06","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   56",",,N",,,,,,
"US1KYSC0020","2014-11-07","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   20",",,N",,,,,,
"US1KYSC0020","2014-11-08","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-09","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-10","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-11","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-11-12","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    8",",,N",,,,,,
"US1KYSC0020","2014-11-13","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2014-12-06","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  533",",,N",,,,,,
"US1KYSC0020","2015-02-28","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-01","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   18",",,N",,,,,,
"US1KYSC0020","2015-03-02","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   53",",,N",,,,,,
"US1KYSC0020","2015-03-03","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-04","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  343",",,N",,,,,,
"US1KYSC0020","2015-03-08","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-09","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-10","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   53",",,N",,,,,,
"US1KYSC0020","2015-03-11","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  312",",,N",,,,,,
"US1KYSC0020","2015-03-12","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-13","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-14","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  465",",,N",,,,,,
"US1KYSC0020","2015-03-15","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   23",",,N",,,,,,
"US1KYSC0020","2015-03-16","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-17","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-19","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-20","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   64",",,N",,,,,,
"US1KYSC0020","2015-03-21","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-22","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-23","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-24","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-25","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    5",",,N",,,,,,
"US1KYSC0020","2015-03-26","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   36",",,N",,,,,,
"US1KYSC0020","2015-03-27","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   28",",,N",,,,,,
"US1KYSC0020","2015-03-29","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-03-31","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-02","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-03","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  922",",,N",,,,,,
"US1KYSC0020","2015-04-04","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  191",",,N",,,,,,
"US1KYSC0020","2015-04-05","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-07","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-08","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  724",",,N",,,,,,
"US1KYSC0020","2015-04-09","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   43",",,N",,,,,,
"US1KYSC0020","2015-04-10","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  135",",,N",,,,,,
"US1KYSC0020","2015-04-11","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-12","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-13","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-14","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   86",",,N",,,,,,
"US1KYSC0020","2015-04-15","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   43",",,N",,,,,,
"US1KYSC0020","2015-04-16","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-17","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-18","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-19","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0","T,,N",,,,,,
"US1KYSC0020","2015-04-20","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  117",",,N",,,,,,
"US1KYSC0020","2015-04-21","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   36",",,N",,,,,,
"US1KYSC0020","2015-04-22","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   18",",,N",,,,,,
"US1KYSC0020","2015-04-23","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   10",",,N",,,,,,
"US1KYSC0020","2015-04-24","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-25","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-26","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","  127",",,N",,,,,,
"US1KYSC0020","2015-04-27","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-28","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-29","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-04-30","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-01","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","   48",",,N",,,,,,
"US1KYSC0020","2015-05-02","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-03","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-04","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-05","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-06","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-07","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-08","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-09","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
"US1KYSC0020","2015-05-10","38.2263","-84.5648","256.0","GEORGETOWN 1.2 N, KY US","    0",",,N",,,,,,
