"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZI000067991","1951-07-01","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  289",",,Q","   48",",,Q"
"ZI000067991","1951-07-02","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  240",",,Q","   92",",,Q"
"ZI000067991","1951-07-03","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  288",",,Q","   57",",,Q"
"ZI000067991","1951-07-04","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  281",",,Q","   53",",,Q"
"ZI000067991","1951-07-05","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  253",",,Q","   74",",,Q"
"ZI000067991","1951-07-06","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  233",",,Q","  101",",,Q"
"ZI000067991","1951-07-07","-22.217","30.0","457.0","BEITBRIDGE, ZI","    5",",,Q","  187",",,Q","  124",",,Q"
"ZI000067991","1951-07-08","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  224",",,Q","   49",",,Q"
"ZI000067991","1951-07-09","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  209",",,Q","  111",",,Q"
"ZI000067991","1951-07-10","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  211",",,Q","  104",",,Q"
"ZI000067991","1951-07-11","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  239",",,Q","   44",",,Q"
"ZI000067991","1951-07-12","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  238",",,Q","   40",",,Q"
"ZI000067991","1951-07-13","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  258",",,Q","   69",",,Q"
"ZI000067991","1951-07-14","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  284",",,Q","   44",",,Q"
"ZI000067991","1951-07-15","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  283",",,Q","   56",",,Q"
"ZI000067991","1951-07-16","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  267",",,Q","   34",",,Q"
"ZI000067991","1951-07-17","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  229",",,Q","   58",",,Q"
"ZI000067991","1951-07-18","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  182",",,Q","  134",",,Q"
"ZI000067991","1951-07-19","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  196",",,Q","  129",",,Q"
"ZI000067991","1951-07-20","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  248",",,Q","   39",",,Q"
"ZI000067991","1951-07-21","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  267",",,Q","   47",",,Q"
"ZI000067991","1951-07-22","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  224",",,Q","   72",",,Q"
"ZI000067991","1951-07-23","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  242",",,Q","   63",",,Q"
"ZI000067991","1951-07-24","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  283",",,Q","   39",",,Q"
"ZI000067991","1951-07-25","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  239",",,Q","   84",",,Q"
"ZI000067991","1951-07-26","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  224",",,Q","   61",",,Q"
"ZI000067991","1951-07-27","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  216",",,Q","   44",",,Q"
"ZI000067991","1951-07-28","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  253",",,Q","   44",",,Q"
"ZI000067991","1951-07-29","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  263",",,Q","   36",",,Q"
"ZI000067991","1951-07-30","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  257",",,Q","   46",",,Q"
"ZI000067991","1951-07-31","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  234",",,Q","   73",",,Q"
"ZI000067991","1951-08-01","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  268",",,Q","   77",",,Q"
"ZI000067991","1951-08-02","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  296",",,Q","   74",",,Q"
"ZI000067991","1951-08-03","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  195",",,Q","  134",",,Q"
"ZI000067991","1951-08-04","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  240",",,Q","   69",",,Q"
"ZI000067991","1951-08-05","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  243",",,Q","   51",",,Q"
"ZI000067991","1951-08-06","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  205",",,Q","  151",",,Q"
"ZI000067991","1951-08-07","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  218",",,Q","  140",",,Q"
"ZI000067991","1951-08-08","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  243",",,Q","   88",",,Q"
"ZI000067991","1951-08-09","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  261",",,Q","   70",",,Q"
"ZI000067991","1951-08-10","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  284",",,Q","   66",",,Q"
"ZI000067991","1951-08-11","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  315",",,Q","   64",",,Q"
"ZI000067991","1951-08-12","-22.217","30.0","457.0","BEITBRIDGE, ZI","    0",",,Q","  263",",,Q","   81",",,Q"
