TMAX,TMIN,PRCP,DATE,STATION
  224,   40,    0,1951-07-01,ZI000067867
  226,   48,    0,1951-07-02,ZI000067867
  228,   57,    0,1951-07-03,ZI000067867
  214,   35,    0,1951-07-04,ZI000067867
  207,   16,    0,1951-07-05,ZI000067867
  193,   32,    0,1951-07-06,ZI000067867
  165,   87,    0,1951-07-07,ZI000067867
  178,   38,    0,1951-07-08,ZI000067867
  162,   62,    0,1951-07-09,ZI000067867
  156,   44,    0,1951-07-10,ZI000067867
  176,    6,    0,1951-07-11,ZI000067867
  176,    7,    0,1951-07-12,ZI000067867
  183,    3,    0,1951-07-13,ZI000067867
  211,    1,    0,1951-07-14,ZI000067867
  217,   27,    0,1951-07-15,ZI000067867
  221,    9,    0,1951-07-16,ZI000067867
  201,   34,    0,1951-07-17,ZI000067867
  110,   75,    8,1951-07-18,ZI000067867
  159,   69,    0,1951-07-19,ZI000067867
  203,    9,    0,1951-07-20,ZI000067867
  198,    6,    0,1951-07-21,ZI000067867
  184,   26,    0,1951-07-22,ZI000067867
  185,   23,    0,1951-07-23,ZI000067867
  217,    5,    0,1951-07-24,ZI000067867
  240,   49,    0,1951-07-25,ZI000067867
  158,   17,    0,1951-07-26,ZI000067867
  193,    3,    0,1951-07-27,ZI000067867
  206,   38,    0,1951-07-28,ZI000067867
  205,   14,    0,1951-07-29,ZI000067867
  202,    5,    0,1951-07-30,ZI000067867
  186,   14,    0,1951-07-31,ZI000067867
  228,   49,    0,1951-08-01,ZI000067867
  236,   42,    0,1951-08-02,ZI000067867
  148,   71,    0,1951-08-03,ZI000067867
  212,   49,    0,1951-08-04,ZI000067867
  197,   49,    0,1951-08-05,ZI000067867
  131,   83,    0,1951-08-06,ZI000067867
  127,   36,    0,1951-08-07,ZI000067867
  187,   24,    0,1951-08-08,ZI000067867
  199,   14,    0,1951-08-09,ZI000067867
  223,   57,    0,1951-08-10,ZI000067867
  248,   75,    0,1951-08-11,ZI000067867
  247,   65,    0,1951-08-12,ZI000067867
  213,  112,    0,1951-08-13,ZI000067867
  212,   60,    0,1951-08-14,ZI000067867
  231,   62,    0,1951-08-15,ZI000067867
