TMAX,TMIN,PRCP,DATE,STATION
  317,  117,    0,1978-05-01,MXN00032113
  300,  100,    0,1978-05-02,MXN00032113
  289,  106,    0,1978-05-03,MXN00032113
  300,  117,    0,1978-05-04,MXN00032113
  300,  111,    0,1978-05-05,MXN00032113
  267,  106,    0,1978-05-06,MXN00032113
  278,   89,    0,1978-05-07,MXN00032113
  289,  106,    0,1978-05-08,MXN00032113
  289,  128,    0,1978-05-09,MXN00032113
  278,  128,    0,1978-05-10,MXN00032113
  300,  139,    0,1978-05-11,MXN00032113
  278,  128,    0,1978-05-12,MXN00032113
  317,  117,    0,1978-05-13,MXN00032113
  289,  117,    0,1978-05-14,MXN00032113
  272,  128,   51,1978-05-15,MXN00032113
  289,  117,   33,1978-05-16,MXN00032113
  278,  139,    0,1978-05-17,MXN00032113
  289,  106,    0,1978-05-18,MXN00032113
  300,  117,    0,1978-05-19,MXN00032113
  317,  106,    0,1978-05-20,MXN00032113
  278,  128,    0,1978-05-21,MXN00032113
  300,  139,    0,1978-05-22,MXN00032113
  267,  128,    0,1978-05-23,MXN00032113
  289,  139,    0,1978-05-24,MXN00032113
  289,  117,    0,1978-05-25,MXN00032113
  300,  128,    0,1978-05-26,MXN00032113
  328,  117,    0,1978-05-27,MXN00032113
  317,  128,    0,1978-05-28,MXN00032113
  306,  150,    0,1978-05-29,MXN00032113
  300,  139,    0,1978-05-30,MXN00032113
  283,  128,    0,1978-05-31,MXN00032113
  278,  128,    0,1978-06-01,MXN00032113
  306,  139,    0,1978-06-02,MXN00032113
  267,  144,    0,1978-06-03,MXN00032113
  267,  106,  157,1978-06-04,MXN00032113
  278,  117,    0,1978-06-05,MXN00032113
  267,  128,   28,1978-06-06,MXN00032113
  278,  100,    8,1978-06-07,MXN00032113
  267,  106,    0,1978-06-08,MXN00032113
  278,  117,    0,1978-06-09,MXN00032113
  267,  139,    0,1978-06-10,MXN00032113
  289,  106,    8,1978-06-11,MXN00032113
  300,  139,    0,1978-06-12,MXN00032113
  278,  150,   48,1978-06-13,MXN00032113
  267,  128,    0,1978-06-14,MXN00032113
  278,  128,    0,1978-06-15,MXN00032113
  278,  139,    0,1978-06-16,MXN00032113
  289,  117,    0,1978-06-17,MXN00032113
  278,  117,    0,1978-06-18,MXN00032113
  267,  128,    0,1978-06-19,MXN00032113
  289,  128,  198,1978-06-20,MXN00032113
  267,  106,   38,1978-06-21,MXN00032113
  278,  117,    0,1978-06-22,MXN00032113
  289,  117,    0,1978-06-23,MXN00032113
  278,  128,  198,1978-06-24,MXN00032113
  278,  139,    0,1978-06-25,MXN00032113
  289,  139,  198,1978-06-26,MXN00032113
  267,  150,   28,1978-06-27,MXN00032113
  267,  139,  157,1978-06-28,MXN00032113
  267,  133,   48,1978-06-29,MXN00032113
  289,  117,    0,1978-06-30,MXN00032113
  272,  139,    0,1978-07-01,MXN00032113
  267,  122,  132,1978-07-02,MXN00032113
  278,  133,   51,1978-07-03,MXN00032113
  272,  139,    0,1978-07-04,MXN00032113
  278,  133,    0,1978-07-05,MXN00032113
  278,  128,    8,1978-07-06,MXN00032113
  289,  122,    0,1978-07-07,MXN00032113
  283,  139,    0,1978-07-08,MXN00032113
  267,  117,    0,1978-07-09,MXN00032113
  283,  100,    0,1978-07-10,MXN00032113
  289,  128,    3,1978-07-11,MXN00032113
  311,  128,    0,1978-07-12,MXN00032113
  317,  139,    0,1978-07-13,MXN00032113
  300,  144,    0,1978-07-14,MXN00032113
  311,  133,    8,1978-07-15,MXN00032113
  317,  144,    0,1978-07-16,MXN00032113
  300,  156,    0,1978-07-17,MXN00032113
  289,  139,    0,1978-07-18,MXN00032113
  283,  133,   41,1978-07-19,MXN00032113
  278,  117,    0,1978-07-20,MXN00032113
  283,  139,    0,1978-07-21,MXN00032113
  272,  133,    0,1978-07-22,MXN00032113
  267,  128,    0,1978-07-23,MXN00032113
  267,  117,   97,1978-07-24,MXN00032113
  267,  122,   13,1978-07-25,MXN00032113
  272,  106,   28,1978-07-26,MXN00032113
  250,  117,   58,1978-07-27,MXN00032113
  256,  111,  145,1978-07-28,MXN00032113
  250,  106,   53,1978-07-29,MXN00032113
  256,  117,   58,1978-07-30,MXN00032113
  267,  111,    0,1978-07-31,MXN00032113
  256,  128,   18,1978-08-01,MXN00032113
  267,  139,  119,1978-08-02,MXN00032113
  278,  128,   69,1978-08-03,MXN00032113
  278,  128,    0,1978-08-04,MXN00032113
  267,  150,    0,1978-08-05,MXN00032113
  267,  150,    0,1978-08-06,MXN00032113
  289,  117,    0,1978-08-07,MXN00032113
  278,  128,    0,1978-08-08,MXN00032113
  267,  150,    0,1978-08-09,MXN00032113
  256,  150,   69,1978-08-10,MXN00032113
  300,  139,   48,1978-08-11,MXN00032113
  267,  150,    0,1978-08-12,MXN00032113
  306,  117,  399,1978-08-13,MXN00032113
  278,  128,   38,1978-08-14,MXN00032113
  289,  128,    0,1978-08-15,MXN00032113
  289,  139,  198,1978-08-16,MXN00032113
  250,  117,    0,1978-08-17,MXN00032113
  256,  100,    0,1978-08-18,MXN00032113
  289,  128,    0,1978-08-19,MXN00032113
  278,  139,    0,1978-08-20,MXN00032113
  300,  150,    0,1978-08-21,MXN00032113
  267,  139,    0,1978-08-22,MXN00032113
  289,  117,   48,1978-08-23,MXN00032113
  267,  150,   18,1978-08-24,MXN00032113
  278,  117,    0,1978-08-25,MXN00032113
  300,  117,    0,1978-08-26,MXN00032113
  267,  150,  198,1978-08-27,MXN00032113
  300,  117,  150,1978-08-28,MXN00032113
  289,  117,    0,1978-08-29,MXN00032113
  278,  117,  140,1978-08-30,MXN00032113
  278,  128,    0,1978-08-31,MXN00032113
  300,  128,   23,1978-09-01,MXN00032113
  289,  139,    0,1978-09-02,MXN00032113
  294,  122,   13,1978-09-03,MXN00032113
